Sub/Nr,Title,Cr,FilterSubject,GELS
PSYC-560 -23 000289,MN Psychology Multicultural Summit: Difficult/Courageous Conversations,1,PSYC-Psychology,
PSYC-560 -24 000290,Cognitive Behavioral Therapy for Insomnia¿Skills/Knowledge Clinicians Need,0.5,PSYC-Psychology,
PSYC-560 -25 000291,Navigating Gender Dysphoria and Gender Diversity in a Therapeutic Setting,0.5,PSYC-Psychology,
RDNG-112 -01 000974,The Educated Reader: Analytical Reading,4,RDNG-Reading,Minnesota Transfer Curriculum/GELS Goals: Communication (01 COMM)
RELS-301 -50 000944,Introduction to Religious Studies,4,RELS-Religious Studies,Minnesota Transfer Curriculum/GELS Goals: Humanities/Fine Arts (06 HUMN)|Humanities/Fine Arts (06 HUMN)
RELS-304 -50 000931,Introduction to World Religions,4,RELS-Religious Studies,Minnesota Transfer Curriculum/GELS Goals: Humanities/Fine Arts (06 HUMN)|Global Perspective (08 GLOB)
RELS-306 -01 000945,The Spiritual Journey,4,RELS-Religious Studies,Minnesota Transfer Curriculum/GELS Goals: Humanities/Fine Arts (06 HUMN)|Human Diversity (07 HUMD)
RELS-306 -50 001215,The Spiritual Journey,4,RELS-Religious Studies,Minnesota Transfer Curriculum/GELS Goals: Humanities/Fine Arts (06 HUMN)|Human Diversity (07 HUMD)
RELS-308 -50 000932,World of Islam,4,RELS-Religious Studies,Minnesota Transfer Curriculum/GELS Goals: Humanities/Fine Arts (06 HUMN)|Global Perspective (08 GLOB)
RELS-312 -50 000933,Religious Traditions of China,4,RELS-Religious Studies,Minnesota Transfer Curriculum/GELS Goals: Humanities/Fine Arts (06 HUMN)|Global Perspective (08 GLOB)
RMI-300 -50 000715,Risk Management and Insurance,4,RMI-Risk Management and Insurance,
SCED-440 -01 000058,Science Curriculum and Differentiated Instruction in Urban Grades K-6,4,SCED-Science Education,
SCED-450 -01 001177,Science Methods for Urban Grades 5-12 Classrooms and Lab,4,SCED-Science Education,
SCRW-313 -01 000925,Beginning Screenwriting,4,SCRW-Screenwriting,Minnesota Transfer Curriculum/GELS Goals: Humanities/Fine Arts (06 HUMN)
SCRW-314 -01 000926,New Screenplay Forms,4,SCRW-Screenwriting,
SCRW-315 -01 000927,Film Production and Editing I,4,SCRW-Screenwriting,
SCRW-350I -41 000930,Screenwriting Individual Internship,,SCRW-Screenwriting,
SCRW-360I -01 001325,Structured Game Development II,4,SCRW-Screenwriting,
SCRW-383 -01 000929,Writing For Video Games,4,SCRW-Screenwriting,Minnesota Transfer Curriculum/GELS Goals: Humanities/Fine Arts (06 HUMN)
SCRW-416 -01 000928,Projects in Screenwriting,4,SCRW-Screenwriting,
SOC-101 -01 001001,Introduction to Sociology,3,SOC-Sociology,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST)|Human Diversity (07 HUMD)
SOC-101 -02 001002,Introduction to Sociology,3,SOC-Sociology,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST)|Human Diversity (07 HUMD)
SOC-301 -01 001003,Contemporary Sociology,4,SOC-Sociology,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST)|Human Diversity (07 HUMD)
SOC-302 -01 001004,Interpersonal and Social Power: A View from Below,4,SOC-Sociology,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST)|Ethical/Civic Resp (09 ETHI)
SOC-303 -01 001005,Ethnic Conflict in Global Perspective,4,SOC-Sociology,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST)|Hist/Soc/Behav Sci (05 HIST)|Global Perspective (08 GLOB)|Global Perspective (08 GLOB)
SOC-304 -01 001006,Social Movements in Global Perspective,4,SOC-Sociology,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST)|Global Perspective (08 GLOB)
SOC-306 -01 001007,Deviance and Social Control,4,SOC-Sociology,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST)|Hist/Soc/Behav Sci (05 HIST)|Human Diversity (07 HUMD)|Human Diversity (07 HUMD)
SOC-309 -01 001008,Homelessness: Critical Issues for Policy and Practice,4,SOC-Sociology,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST)|Hist/Soc/Behav Sci (05 HIST)|Ethical/Civic Resp (09 ETHI)
SOC-329 -01 001009,Race and Ethnicity: Sociological and Anthropological Perspectives,4,SOC-Sociology,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST)|Human Diversity (07 HUMD)
SOC-360I -01 001291,Writing in Social Science,1,SOC-Sociology,
SOC-381 -01 001010,Community Leadership: Principles and Approaches,4,SOC-Sociology,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST)|Ethical/Civic Resp (09 ETHI)
SOWK-109 -01 000161,Introduction to Social Work,4,SOWK-Social Work,
SOWK-109 -50 000162,Introduction to Social Work,4,SOWK-Social Work,
SOWK-165I -01 001326,Field Experience in Social Work,4,SOWK-Social Work,
SOWK-165I -02 001342,Field Experiences in Social Work related field,5,SOWK-Social Work,
SOWK-321 -01 000163,Social Work Practice I,4,SOWK-Social Work,
SOWK-333 -01 000164,Human Behavior in the Social Environment,4,SOWK-Social Work,
SOWK-333 -02 000165,Human Behavior in the Social Environment,4,SOWK-Social Work,
SOWK-341 -01 000166,Comparative Racial/Ethnic Analysis I,4,SOWK-Social Work,
SOWK-341 -02 000167,Comparative Racial/Ethnic Analysis I,4,SOWK-Social Work,
SOWK-351 -01 000168,Social Research,4,SOWK-Social Work,
SOWK-351 -02 000169,Social Research,2,SOWK-Social Work,
SOWK-360 -01 000170,Social Welfare History and Policy,4,SOWK-Social Work,
SOWK-365I -01 001344,Human Behavior in the Social Environment,1,SOWK-Social Work,
SOWK-381 -01 000171,Community Learning Center Seminar,1,SOWK-Social Work,
SOWK-381 -02 000172,Community Learning Center Seminar,1,SOWK-Social Work,
SOWK-381 -03 000173,Community Learning Center Seminar,1,SOWK-Social Work,
SOWK-381 -04 000174,Community Learning Center Seminar,1,SOWK-Social Work,
SOWK-381 -05 000175,Community Learning Center Seminar,3,SOWK-Social Work,
SOWK-381 -06 000176,Community Learning Center Seminar,3,SOWK-Social Work,
SOWK-381 -07 000177,Community Learning Center Seminar,3,SOWK-Social Work,
SOWK-381 -08 000178,Community Learning Center Seminar,3,SOWK-Social Work,
SOWK-391 -01 000179,Community Learning Center Practicum,3,SOWK-Social Work,
SOWK-391 -02 000180,Community Learning Center Practicum,3,SOWK-Social Work,
SOWK-391 -03 000181,Community Learning Center Practicum,3,SOWK-Social Work,
SOWK-391 -04 000182,Community Learning Center Practicum,3,SOWK-Social Work,
SOWK-391 -05 000183,Community Learning Center Practicum,5,SOWK-Social Work,
SOWK-391 -06 000184,Community Learning Center Practicum,5,SOWK-Social Work,
SOWK-391 -07 000185,Community Learning Center Practicum,5,SOWK-Social Work,
SOWK-391 -08 000186,Community Learning Center Practicum,5,SOWK-Social Work,
SOWK-522 -01 000187,Social Work Practice II,4,SOWK-Social Work,
SOWK-542 -01 000188,Comparative Racial/Ethnic Analysis II,4,SOWK-Social Work,
SOWK-552 -01 000189,Community Research and Advocacy,4,SOWK-Social Work,
SOWK-552 -02 000190,Community Research and Advocacy,2,SOWK-Social Work,
SOWK-582 -01 000191,Social Work Capstone Seminar,3,SOWK-Social Work,
SOWK-582 -02 000192,Social Work Capstone Seminar,1,SOWK-Social Work,
SOWK-583 -01 000193,Analysis Application of Social Work Knowledge and Skills,1,SOWK-Social Work,
SOWK-584 -01 000194,Multicultural Child Welfare Field Seminar,3,SOWK-Social Work,
SOWK-584 -02 000195,Multicultural Child Welfare Field Seminar,1,SOWK-Social Work,
SOWK-591 -01 000196,Social Work Senior Practicum,5,SOWK-Social Work,
SOWK-591 -02 000197,Social Work Senior Practicum,3,SOWK-Social Work,
SOWK-592 -01 000198,Multicultural Child Welfare Senior Practicum,5,SOWK-Social Work,
SOWK-592 -02 000199,Multicultural Child Welfare Senior Practicum,3,SOWK-Social Work,
SPAN-101 -01 000900,Beginning Spanish I,4,SPAN-Spanish,Minnesota Transfer Curriculum/GELS Goals: Global Perspective (08 GLOB)
SPAN-101 -50 000901,Beginning Spanish I,4,SPAN-Spanish,Minnesota Transfer Curriculum/GELS Goals: Global Perspective (08 GLOB)
SPAN-102 -01 000902,Beginning Spanish II,4,SPAN-Spanish,Minnesota Transfer Curriculum/GELS Goals: Global Perspective (08 GLOB)
SPAN-201 -50 000903,Intermediate Spanish I,4,SPAN-Spanish,Minnesota Transfer Curriculum/GELS Goals: Global Perspective (08 GLOB)
SPAN-202 -21 000905,Intermediate Spanish II,4,SPAN-Spanish,Minnesota Transfer Curriculum/GELS Goals: Global Perspective (08 GLOB)
SPED-606 -01 001159,Characteristics of Diverse Urban Learners with Mild/Moderate Disabilities,3,SPED-Special Education,
SPED-609 -01 001160,Interventions: Mild Disabilities,4,SPED-Special Education,
SPED-650 -01 001161,Advanced Urban Special Education Teaching Practicum,,SPED-Special Education,
SSCI-100 -01 001011,Intro to Social Science: Learning Community: Connect. Explore. Decide.,4,SSCI-Social Science,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST)|Human Diversity (07 HUMD)
SSCI-300 -01 001012,Seeing Like a Social Scientist,4,SSCI-Social Science,
SSCI-311 -01 001013,Research Methods in Social Science,4,SSCI-Social Science,Minnesota Transfer Curriculum/GELS Goals: Hist/Soc/Behav Sci (05 HIST)
SSCI-360I -01 001243,Hannah's Arendt's Political Theory,1,SSCI-Social Science,
SSCI-451 -01 001014,Empirical Research Capstone,5,SSCI-Social Science,
SSCI-451 -02 001015,Empirical Research Capstone,5,SSCI-Social Science,
SSCI-501 -01 001016,Great Ideas: Classics of Social Science,4,SSCI-Social Science,
SSCI-501 -50 001225,Great Ideas: Classics of Social Science,4,SSCI-Social Science,
SSED-440 -01 000060,Social Studies Curriculum and Differentiated Methods in Urban Grades K-6,3,SSED-Social Studies Education,
SSED-450 -01 000061,Teaching Social Studies in Urban Grades 5-12,4,SSED-Social Studies Education,
STAT-201 -01 000543,Statistics I,4,STAT-Statistics,Minnesota Transfer Curriculum/GELS Goals: Mathematical/Logical Reasoning (04 MATH)
STAT-201 -02 000544,Statistics I,4,STAT-Statistics,Minnesota Transfer Curriculum/GELS Goals: Mathematical/Logical Reasoning (04 MATH)
STAT-201 -03 000545,Statistics I,4,STAT-Statistics,Minnesota Transfer Curriculum/GELS Goals: Mathematical/Logical Reasoning (04 MATH)
STAT-201 -04 000546,Statistics I,4,STAT-Statistics,Minnesota Transfer Curriculum/GELS Goals: Mathematical/Logical Reasoning (04 MATH)
STAT-201 -05 000547,Statistics I,4,STAT-Statistics,Minnesota Transfer Curriculum/GELS Goals: Mathematical/Logical Reasoning (04 MATH)
STAT-201 -06 000548,Statistics I,4,STAT-Statistics,Minnesota Transfer Curriculum/GELS Goals: Mathematical/Logical Reasoning (04 MATH)
STAT-201 -07 000549,Statistics I,4,STAT-Statistics,Minnesota Transfer Curriculum/GELS Goals: Mathematical/Logical Reasoning (04 MATH)
STAT-201 -50 000550,Statistics I,4,STAT-Statistics,Minnesota Transfer Curriculum/GELS Goals: Mathematical/Logical Reasoning (04 MATH)
STAT-201 -51 000551,Statistics I,4,STAT-Statistics,Minnesota Transfer Curriculum/GELS Goals: Mathematical/Logical Reasoning (04 MATH)
STAT-201 -52 000552,Statistics I,4,STAT-Statistics,Minnesota Transfer Curriculum/GELS Goals: Mathematical/Logical Reasoning (04 MATH)
STAT-201 -53 000553,Statistics I,4,STAT-Statistics,Minnesota Transfer Curriculum/GELS Goals: Mathematical/Logical Reasoning (04 MATH)
STAT-201 -54 000554,Statistics I,4,STAT-Statistics,Minnesota Transfer Curriculum/GELS Goals: Mathematical/Logical Reasoning (04 MATH)
STAT-311 -01 000555,Regression Analysis,4,STAT-Statistics,Minnesota Transfer Curriculum/GELS Goals: Mathematical/Logical Reasoning (04 MATH)
STAT-411 -01 000556,Time Series Analysis and Forecasting,4,STAT-Statistics,
STAT-621 -01 000557,Advanced Biostatistics in Health Research,4,STAT-Statistics,
STAT-660I -01 001200,Text Analysis using R and Python,2,STAT-Statistics,
THEA-321 -50 000964,Directed Readings in Theater,4,THEA-Theater,Minnesota Transfer Curriculum/GELS Goals: Humanities/Fine Arts (06 HUMN)
THEA-331 -01 000965,Voice: Speaking from Experience,4,THEA-Theater,Minnesota Transfer Curriculum/GELS Goals: Communication (01 COMM)
THEA-345 -01 000966,Acting III,4,THEA-Theater,Minnesota Transfer Curriculum/GELS Goals: Communication (01 COMM)
THEA-350I -41 000971,Theater Individual Internship,,THEA-Theater,
THEA-351 -21 000967,Production and Performance Laboratory,,THEA-Theater,Minnesota Transfer Curriculum/GELS Goals: Humanities/Fine Arts (06 HUMN)
THEA-400 -01 000968,Playwriting I,4,THEA-Theater,
THEA-441 -01 000969,Career and Portfolio Seminar,1,THEA-Theater,
THEA-540 -21 000970,Directing and Creating Theater,4,THEA-Theater,
UMET-100 -21 001304,University Topics: Epidemiology in Society,1,UMET-University,
UMET-100 -22 001305,University Topics: National Government,1,UMET-University,
UMET-100 -23 001306,"University Topics: The Sociology of Work: Labor, Jobs, and Making Money",1,UMET-University,
WKSP-002 -81 001206,Online Orientation for New Students,0,WKSP-Workshop,
WKSP-GRAD -81 000001,Graduation Requirements,0,WKSP-Workshop,
WRIT-101 -01 001017,Intro to College Writing: Learning Community: Connect. Explore. Decide.,4,WRIT-Writing,
WRIT-101 -02 001018,Introduction to College Writing,4,WRIT-Writing,
WRIT-121 -01 001019,Writing I Intensive: Learning Community,5,WRIT-Writing,Minnesota Transfer Curriculum/GELS Goals: Communication (01 COMM)
WRIT-121 -02 001020,Writing I Intensive,5,WRIT-Writing,Minnesota Transfer Curriculum/GELS Goals: Communication (01 COMM)
WRIT-121 -50 001245,Writing I Intensive,5,WRIT-Writing,Minnesota Transfer Curriculum/GELS Goals: Communication (01 COMM)
WRIT-131 -01 001021,Writing I,3,WRIT-Writing,Minnesota Transfer Curriculum/GELS Goals: Communication (01 COMM)
WRIT-131 -02 001022,Writing I,3,WRIT-Writing,Minnesota Transfer Curriculum/GELS Goals: Communication (01 COMM)
WRIT-131 -03 001023,Writing I,3,WRIT-Writing,Minnesota Transfer Curriculum/GELS Goals: Communication (01 COMM)
WRIT-131 -04 001024,Writing I,3,WRIT-Writing,Minnesota Transfer Curriculum/GELS Goals: Communication (01 COMM)
WRIT-131 -05 001025,Writing I,3,WRIT-Writing,Minnesota Transfer Curriculum/GELS Goals: Communication (01 COMM)
WRIT-131 -50 001238,Writing I,3,WRIT-Writing,Minnesota Transfer Curriculum/GELS Goals: Communication (01 COMM)
WRIT-131 -51 001295,Writing I,3,WRIT-Writing,Minnesota Transfer Curriculum/GELS Goals: Communication (01 COMM)
WRIT-231 -01 001026,Writing II,3,WRIT-Writing,Minnesota Transfer Curriculum/GELS Goals: Communication (01 COMM)
WRIT-231 -02 001027,Writing II,3,WRIT-Writing,Minnesota Transfer Curriculum/GELS Goals: Communication (01 COMM)
WRIT-231 -03 001028,Writing II,3,WRIT-Writing,Minnesota Transfer Curriculum/GELS Goals: Communication (01 COMM)
WRIT-231 -04 001029,Writing II,3,WRIT-Writing,Minnesota Transfer Curriculum/GELS Goals: Communication (01 COMM)
WRIT-231 -05 001030,Writing II,3,WRIT-Writing,Minnesota Transfer Curriculum/GELS Goals: Communication (01 COMM)
WRIT-231 -06 001031,Writing II,3,WRIT-Writing,Minnesota Transfer Curriculum/GELS Goals: Communication (01 COMM)
WRIT-231 -07 001032,Writing II,3,WRIT-Writing,Minnesota Transfer Curriculum/GELS Goals: Communication (01 COMM)
WRIT-231 -50 001033,Writing II,3,WRIT-Writing,Minnesota Transfer Curriculum/GELS Goals: Communication (01 COMM)
WRIT-231 -51 001034,Writing II,3,WRIT-Writing,Minnesota Transfer Curriculum/GELS Goals: Communication (01 COMM)
WRIT-231 -52 001294,Writing II,3,WRIT-Writing,Minnesota Transfer Curriculum/GELS Goals: Communication (01 COMM)
WRIT-251 -01 001144,Introduction to Creative Writing,3,WRIT-Writing,Minnesota Transfer Curriculum/GELS Goals: Humanities/Fine Arts (06 HUMN)
WRIT-251 -02 001145,Introduction to Creative Writing,3,WRIT-Writing,Minnesota Transfer Curriculum/GELS Goals: Humanities/Fine Arts (06 HUMN)
WRIT-261 -50 001122,Business Writing,3,WRIT-Writing,Minnesota Transfer Curriculum/GELS Goals: Communication (01 COMM)
WRIT-261 -51 001123,Business Writing,3,WRIT-Writing,Minnesota Transfer Curriculum/GELS Goals: Communication (01 COMM)
WRIT-271 -50 001124,Technical Writing,3,WRIT-Writing,Minnesota Transfer Curriculum/GELS Goals: Communication (01 COMM)
WRIT-280 -50 001125,Digital Tools for Writing and Communication,2,WRIT-Writing,
WRIT-300 -01 001146,"Creative Writers, Identity and Race in the Twin Cities",4,WRIT-Writing,Minnesota Transfer Curriculum/GELS Goals: Humanities/Fine Arts (06 HUMN)|Human Diversity (07 HUMD)
WRIT-301 -01 001126,Professional and Technical Writing Careers,2,WRIT-Writing,
WRIT-302 -50 001127,Content Strategy,2,WRIT-Writing,
WRIT-330 -50 001194,APA Documentation Basics,1,WRIT-Writing,
WRIT-331 -50 001035,Writing in Your Major: Focus on Nursing,4,WRIT-Writing,Minnesota Transfer Curriculum/GELS Goals: Communication (01 COMM)
WRIT-331 -51 001036,Writing in Your Major: Focus on Nursing,4,WRIT-Writing,Minnesota Transfer Curriculum/GELS Goals: Communication (01 COMM)
WRIT-331 -52 001037,Writing in Your Major: Focus on Nursing,4,WRIT-Writing,Minnesota Transfer Curriculum/GELS Goals: Communication (01 COMM)
WRIT-331 -53 001038,Writing in Your Major: Focus on Nursing,4,WRIT-Writing,Minnesota Transfer Curriculum/GELS Goals: Communication (01 COMM)
WRIT-331 -54 001039,Writing in Your Major: All Majors,4,WRIT-Writing,Minnesota Transfer Curriculum/GELS Goals: Communication (01 COMM)
WRIT-331 -55 001266,Writing in Your Major,4,WRIT-Writing,Minnesota Transfer Curriculum/GELS Goals: Communication (01 COMM)
WRIT-344 -50 001128,Writing for Publication and Profit,4,WRIT-Writing,
WRIT-350I -02 001263,Professional Writing Internship,2,WRIT-Writing,
WRIT-350I -03 001278,Understanding and Applying Accessibility to Digital Landscapes Internship,2,WRIT-Writing,
WRIT-353 -01 001147,Writing Short Fiction,4,WRIT-Writing,
WRIT-355 -01 001143,Writing Children's Literature,4,WRIT-Writing,
WRIT-357 -01 001148,Writers as Readers,4,WRIT-Writing,
WRIT-358 -01 001149,1000 Words or Less,4,WRIT-Writing,
WRIT-371 -01 001129,Editing,4,WRIT-Writing,
WRIT-373 -01 001130,Writing and Designing for the Web I,4,WRIT-Writing,
WRIT-375 -50 001131,Environmental Communication,4,WRIT-Writing,Minnesota Transfer Curriculum/GELS Goals: People/Environment (10 ENVI)
WRIT-461 -21 001232,Writing and Technical Communication Capstone,4,WRIT-Writing,
WRIT-481 -01 001184,Advanced Creative Writing,5,WRIT-Writing,
WRIT-481 -21 001248,Advanced Creative Writing,5,WRIT-Writing,
WRIT-532 -01 001132,Writing about Place,4,WRIT-Writing,
WRIT-532G -01 001133,Writing about Place,4,WRIT-Writing,
WRIT-574 -50 001134,Usability and User Experience,4,WRIT-Writing,
WRIT-574G -50 001135,Usability and User Experience,4,WRIT-Writing,
WRIT-583 -21 001136,Writing Major Projects,4,WRIT-Writing,
WRIT-583G -21 001137,Writing Major Projects,4,WRIT-Writing,
WRIT-660I -01 001217,Topics in Stochastic Processes,1,WRIT-Writing,
WRIT-660I -02 001269,Creating the short form video,4,WRIT-Writing,
WRIT-660I -03 001308,Creating Digital Stories,4,WRIT-Writing,
WRIT-660I -04 001309,History and Theory of Rhetoric,4,WRIT-Writing,
WRIT-660I -05 001333,Writing Student Designed Independent Studies,4,WRIT-Writing,
WRIT-660I -06 001336,Rhetorical Criticism,4,WRIT-Writing,
WRIT-671 -50 001138,Technical Communication Theory and Research Seminar,4,WRIT-Writing,
WRIT-673 -50 001139,Technical Communication in International Contexts,4,WRIT-Writing,
WRIT-676 -01 001140,Advanced Writing and Designing for the Web,4,WRIT-Writing,
