Sub/Nr,Title,Cr,Delivery,Instr,Schedule,Wkday,Loc,Wait List,Enrolled,Max Size,Curric ID,Supplement,CouStat,Dept,Level,FilterSubject,Bldg,GELS,Notes Export
ARTS-307 -01 001110,Intermediate Painting,4, LCTR (INT),"Banning, Michael James",08/25/2020–12/01/2020 6:00PM–9:20PM, T , FA STUDIO,Y,11,18,'00198878',Y,O,"School of Communication, Writing and the Arts",Undergraduate,ARTS-Arts,FA,Minnesota Transfer Curriculum/GELS Goals: Humanities/Fine Arts (06 HUMN),"Personal Property-Service Charge|Note: This course has been converted to Mostly Online.|Online Participation Required First Week of Class.|Prerequisite: ARTS 207 Fee: $126 Note: Nude models will be utilized for anatomical studies. There will be a supply fee associated with this course. Note: This course is mostly online, an will have two in-person meetings, may have required proctored exams, and may have online synchronous components. Intermediate computer/Internet skills required. For online learning and course access information go to www.metrostate.edu/solr. Meeting dates on campus: Sept. 15; Oct. 27."
ARTS-319 -01 000919,Topics in Printmaking: Relief,4, LCTR,"Sands, Amy M",08/25/2020–12/01/2020 9:00AM–12:20PM, T , FA STUDIO,Y,0,14,'00193883',N,C,"School of Communication, Writing and the Arts",Undergraduate,ARTS-Arts,FA,Minnesota Transfer Curriculum/GELS Goals: Humanities/Fine Arts (06 HUMN),Approved Course|Personal Property-Service Charge|Prerequisite: ARTS 106 or instructor's consent. Fee: $118 Note: This is a rotating course that changes each time it is taught. This semester will focus on relief printmaking with linoleum and wood block prints. There will be a supply fee associated with this course.
ARTS-320 -01 000920,Topics in Clay: Wheel-Throwing,3, LCTR (SYNC),"Hargens, Ursula ",08/27/2020–12/10/2020 9:00AM–12:00PM, H , ,Y,0,14,'00175949',Y,C,"School of Communication, Writing and the Arts",Undergraduate,ARTS-Arts,,Minnesota Transfer Curriculum/GELS Goals: Humanities/Fine Arts (06 HUMN),"Note: This is a completely online course, not an independent study. Course has required synchronous online meetings. To participate in the course, students must have access to a microphone, camera, and internet. Students will have to access D2L. May require remotely proctored exams that require a webcam and microphone. Intermediate computer/Internet skills required. For online learning and course access information go to www.metrostate.edu/solr.|Note: This course has been converted to online."
ARTS-350I -41 000922,Arts Individualized Internship,, INTR (ARR),"Anderson, Katharine E",08/22/2020–12/13/2020 –,, ,N,0,1,'00000157',N,O,"School of Communication, Writing and the Arts",Undergraduate,ARTS-Arts,,,"Note: Students must register for WRIT 010 before registering for an internship. Students must have secured an internship site and have an approved Internship Agreement form before registering. For information on internship resources, guidelines and forms go to: https://www.metrostate.edu/academics/liberal-arts/communication-writing-and-arts/internship Grading is Pass/No credit only. Contact katharine.anderson@metrostate.edu for more information."
ARTS-360I -01 001353,Traditional and Virtual Environmental Watercolor Techniques,3, INDS (ARR),"Sands, Amy M",08/22/2020–12/13/2020 –,, ,N,1,1,'00000365',N,O,"School of Communication, Writing and the Arts",Undergraduate,ARTS-Arts,,,
ARTS-360I -02 001354,Concept Art Objects and Landscape,4, INDS (ARR),"Sands, Amy M",08/22/2020–12/13/2020 –,, ,N,1,1,'00000365',N,O,"School of Communication, Writing and the Arts",Undergraduate,ARTS-Arts,,,
ARTS-400 -01 000921,Capstone Seminar,4, LCTR (AYSN),"Sands, Amy M",08/22/2020–12/13/2020 –,, ,Y,6,12,'00170123',Y,O,"School of Communication, Writing and the Arts",Undergraduate,ARTS-Arts,,,"Online Participation Required First Week of Class.|Note: Studio Arts majors with 90 credits or more only. For more information contact Amy.Sands@metrostate.edu This is a completely online course, not an independent study. Course has no required in-person or synchronous meetings. There are required online activities and assignments each week. May require remotely proctored exams that require a webcam and microphone. Intermediate computer/Internet skills required. For online learning and course access information go to www.metrostate.edu/solr.|Note: This course has been converted to Completely Online-Asynchronous."
BIOL-105 -01 000347,Human Biology,4, LLB,"Staff, Staff ",08/24/2020–12/07/2020 1:00PM–3:20PM,M W , SEC 214,Y,0,24,'00004066',N,C,Natural Sciences,Undergraduate,BIOL-Biology,SEC,Minnesota Transfer Curriculum/GELS Goals: Natural Science (03 NSCI),Note: In process of being canceled. Check class schedule for other course offerings.|First day attendance is mandatory.
BIOL-107 -01 000348,"Biology, Race, and Racism",4, LLB (AYSN),"Wilson, Chester Eugene",08/22/2020–12/13/2020 –,, ,Y,36,36,'00182565',Y,O,Natural Sciences,Undergraduate,BIOL-Biology,,Minnesota Transfer Curriculum/GELS Goals: Natural Science (03 NSCI),"Racial Issues Graduation Requirement|Permission Required: Contact instructor for your position on wait list.|Note: This course has been converted to completely online.|Note: This is a completely online course, not an independent study. Course has no required in-person or synchronous meetings. There are required online activities and assignments each week. Intermediate computer/Internet skills required. For online learning and course access information go to www.metrostate.edu/solr.|Online Participation Required First Week of Class."
BIOL-111 -01 000350,General Biology I,4, LLB (BLHY),"Forgette, Kyle Dahlin Forgette, Kyle Dahlin Forgette, Kyle Dahlin",08/26/2020–12/09/2020 9:00AM–11:20AM More Info, W ,TBD TBA,Y,20,24,'00181472',Y,O,Natural Sciences,Undergraduate,BIOL-Biology,SEC,Minnesota Transfer Curriculum/GELS Goals: Natural Science (03 NSCI),"Permission Required: Contact instructor for your position on wait list.|Note: Course converted to hybrid with synchronous online lecture and on campus lab as noted on schedule.|First day attendance is mandatory.|Note: This course combines combined synchronous online meetings and on campus in person labs. Course has required synchronous online meetings that require intermediate computer/Internet skills, webcam and microphone. For online learning and course access information go to www.metrostate.edu/solr."
BIOL-111 -02 000351,General Biology I,4, LLB (BLHY),"Tauer, Aubrey Mary Tauer, Aubrey Mary Tauer, Aubrey Mary",08/26/2020–12/09/2020 6:00PM–8:20PM More Info, W , SEC 209,Y,19,24,'00181472',Y,O,Natural Sciences,Undergraduate,BIOL-Biology,,Minnesota Transfer Curriculum/GELS Goals: Natural Science (03 NSCI),"Permission Required: Contact instructor for your position on wait list.|Note: Course converted to hybrid with synchronous online lecture and on campus lab as noted on schedule.|Note: This course combines combined synchronous online meetings and on campus in person labs. Course has required synchronous online meetings that require intermediate computer/Internet skills, webcam and microphone. For online learning and course access information go to www.metrostate.edu/solr.|First day attendance is mandatory."
BIOL-112 -01 000352,General Biology II,4, LLB (BLHY),"Schuster, Michael James Schuster, Michael James Schuster, Michael James",08/26/2020–12/09/2020 8:30AM–10:50AM More Info, W , SEC 209,Y,22,24,'00181558',Y,O,Natural Sciences,Undergraduate,BIOL-Biology,TBD,Minnesota Transfer Curriculum/GELS Goals: Natural Science (03 NSCI),"Permission Required: Contact instructor for your position on wait list.|Note: Course converted to hybrid with synchronous online lecture and on campus lab as noted on schedule.|Note: This course combines combined synchronous online meetings and on campus in person labs. Course has required synchronous online meetings that require intermediate computer/Internet skills, webcam and microphone. For online learning and course access information go to www.metrostate.edu/solr.|First day attendance is mandatory."
BIOL-112 -02 000353,General Biology II,4, LLB (BLHY),"Schuster, Michael James Schuster, Michael James Schuster, Michael James",08/26/2020–12/09/2020 6:00PM–8:20PM More Info, W , SEC 209,Y,0,24,'00181558',Y,C,Natural Sciences,Undergraduate,BIOL-Biology,TBD,Minnesota Transfer Curriculum/GELS Goals: Natural Science (03 NSCI),Note: this course is in process of being canceled due to low enrollment. Enrolled students are advised to check their student email for alternative suggestions.|First day attendance is mandatory.|Note: Course converted to hybrid with synchronous online lecture and on campus lab as noted on schedule.
BIOL-211 -01 000354,Principles of Genetics,4, LLB (BLHY),"Seth, Kiran Seth, Kiran Seth, Kiran ",08/26/2020–12/02/2020 1:00PM–3:20PM More Info, W ,TBD TBA,Y,16,24,'00182876',Y,O,Natural Sciences,Undergraduate,BIOL-Biology,SEC,,"Note: This course combines combined synchronous online meetings and on campus in person labs. Course has required synchronous online meetings that require intermediate computer/Internet skills, webcam and microphone. For online learning and course access information go to www.metrostate.edu/solr.|First day attendance is mandatory.|Permission Required|Note: Course converted to hybrid with synchronous online lecture and on campus lab as noted on schedule."
BIOL-221 -01 000355,Human Anatomy and Physiology I,4, LLB (AYSN),"Fischer, Lori ",08/22/2020–12/13/2020 –,, ,Y,22,24,'00189777',Y,O,Natural Sciences,Undergraduate,BIOL-Biology,,Minnesota Transfer Curriculum/GELS Goals: Natural Science (03 NSCI),"Note: This is a completely online course, not an independent study. Course has no required in-person or synchronous meetings. There are required online activities and assignments each week. May require remotely proctored exams that require a webcam and microphone. Intermediate computer/Internet skills required. For online learning and course access information go to www.metrostate.edu/solr.|Online Participation Required First Week of Class.|Permission Required: Contact instructor for your position on wait list.|Note: Converted to completely online."
BIOL-221L -01 000356,Human Anatomy and Physiology I Lab,0, LAB (SYNC),"Fischer, Lori ",08/27/2020–12/10/2020 6:00PM–7:50PM, H ,TBD TBA,Y,21,24,'00189778',N,O,Natural Sciences,Undergraduate,BIOL-Biology,TBD,Minnesota Transfer Curriculum/GELS Goals: Natural Science (03 NSCI),"Note: This course is S/NC grading only.|First day attendance is mandatory.|Note: Converted to completely online. Note: This is a completely online course, not an independent study. Course has required synchronous online meetings as noted on schedule that require intermediate computer/Internet skills, webcam and microphone and may require remotely proctored exams. For online learning and course access information go to www.metrostate.edu/solr."
